Index,Part Name,Collection ID,Unit ID,Part Type,X Part,Rarity,Attr,W Tag 1,W Tag 2,Armor,Melee ATK,Shot ATK,Melee DEF,Shot DEF,Beam RES,Phys. RES,EX ID,Trait,Wep Type,Wep Cat,Notes
514,Mobile Shield,22-01-8-01,82,8,,4,1,13,1,795,0,0,1601,1601,211,805,84,,,,Haro Chip Capsule
515,Gusion,28-03-1-01,83,1,,1,1,11,20,1144,292,891,558,558,0,302,3,,,,Colossus Coins (Event)
516,Gusion,28-03-2-01,83,2,,1,1,11,20,1702,292,292,558,558,0,430,173,,,,Colossus Coins (Event)
517,Gusion,28-03-3-01,83,3,,1,1,11,7,891,891,292,891,891,0,127,174,,,,Colossus Coins (Event)
518,Gusion,28-03-4-01,83,4,,1,1,11,10,891,292,292,891,891,430,127,175,,,,Colossus Coins (Event)
519,Gusion,28-03-5-01,83,5,,1,1,11,10,891,292,292,891,891,127,430,176,,,,Colossus Coins (Event)
520,Gusion Hammer,28-03-6b-01,83,6,,3,1,11,10,891,1144,0,292,292,302,430,177,,2,1,Colossus Coins (Event)
521,Submachine Gun,28-03-7c-01,83,7,,3,1,11,7,891,0,1144,292,292,302,430,,"Defender Job, Enemy Shooting power reduced 25%",2,9,Colossus Coins (Event)
522,Gundam Sandrock,17-05-1-01,84,1,,3,3,11,21,570,187,570,570,364,139,139,,"While ""Defender"", EX Skill piercing boosted 15%",,,Japanese-exclusive promotional code redemption
523,Gundam Sandrock,17-05-1-01,84,2,,3,3,11,21,942,187,187,364,364,139,139,178,,,,Japanese-exclusive promotional code redemption
524,Gundam Sandrock,17-05-1-01,84,3,,3,3,11,21,364,570,187,570,570,29,29,,"When Armor is 70% or more, Enemy Sp. Shot power reduced 18%",,,Japanese-exclusive promotional code redemption
525,Gundam Sandrock,17-05-1-01,84,4,,3,3,11,13,570,187,187,757,187,201,201,,"With Machine Gun Category equipped, Enemy Strong Melee power reduced 18%",,,Japanese-exclusive promotional code redemption
526,Gundam Sandrock,17-05-1-01,84,5,,3,3,11,13,570,187,187,570,364,201,201,179,,,,Japanese-exclusive promotional code redemption
527,Beam Machine Gun [Promotional Code],17-05-7c-01,84,7,,3,3,11,21,570,0,1090,364,0,201,201,,"With Speed attribute (self), Sp. Shot DMG taken reduced by 15",1,9,Japanese-exclusive promotional code redemption
528,Shield [Gundam Sandrock / Promotional Code],17-05-8-01,84,8,,3,3,11,21,570,0,0,942,364,209,209,,"With Speed attribute (self), EX Skill recovery boosted 18%",,,Japanese-exclusive promotional code redemption
529,Shining Gundam,16-01-1-01,85,1,,4,1,14,6,1180,383,796,1180,796,212,417,,"In-Fighter Job, Projectile speed boosted 15%",,,Haro Chip Capsule
530,Shining Gundam,16-01-2-01,85,2,,4,1,14,24,1976,796,383,796,796,0,610,180,,,,Haro Chip Capsule
531,Shining Gundam,16-01-3-01,85,3,,4,1,14,6,796,2781,0,1180,1180,0,0,181,,,,Haro Chip Capsule
532,Shining Gundam,16-01-4-01,85,4,,4,1,14,24,1180,383,383,1180,796,417,610,140,,,,Haro Chip Capsule
533,Shining Gundam,16-01-5-01,85,5,,4,1,14,6,1180,383,383,1180,796,417,610,,"In-Fighter Job, 33% chance to not recoil",,,Haro Chip Capsule
534,Sword Strike,21-02-1-01,86,1,,3,1,10,6,558,292,1993,292,292,302,127,182,,,,Sword Coins (Event)
535,Sword Strike,21-02-2-01,86,2,,3,1,10,6,1144,558,558,558,558,430,0,,"Against a large enemy, Enemy Strong Melee power reduced 25%",,,Sword Coins (Event)
536,Sword Strike,21-02-3-01,86,3,8,3,1,10,6,1144,2593,1144,891,891,718,0,183,,,,Sword Coins (Event)
537,Sword Strike,21-02-4-01,86,4,,3,1,10,13,558,558,292,558,558,302,430,,"Against a large enemy, Melee CRIT rate boosted 17%",,,Sword Coins (Event)
538,Sword Strike,21-02-5-01,86,5,,3,1,10,13,558,558,292,558,558,430,302,184,,,,Sword Coins (Event)
539,Schwert Gewehr,21-02-6c-01,86,6,,3,2,10,6,292,2593,0,0,0,430,302,185,,1,5,Sword Coins (Event)
540,Sengoku Astray Gundam,32-01-1-01,87,1,,4,2,11,13,1180,383,796,1180,796,417,212,,"In-Fighter Job, EX Skill piercing boosted 28%",,,Haro Chip Capsule
541,Sengoku Astray Gundam,32-01-2-01,87,2,,4,2,11,6,1976,796,383,796,796,610,0,,"In-Fighter Job, EX Skill CD reduced 20%",,,Haro Chip Capsule
542,Sengoku Astray Gundam,32-01-3-01,87,3,,4,2,11,13,796,2781,0,1180,1180,0,0,186,,,,Haro Chip Capsule
543,Sengoku Astray Gundam,32-01-4-01,87,4,,4,2,11,23,1180,383,383,1180,796,610,417,,"With Module Category equipped, EX Skill piercing boosted 28%",,,Haro Chip Capsule
544,Sengoku Astray Gundam,32-01-5-01,87,5,,4,2,11,6,1180,383,383,1180,796,610,417,187,,,,Haro Chip Capsule
545,Oni No Tate,32-01-8-01,87,8,,4,2,11,6,1180,0,0,1601,796,805,212,,"In-Fighter Job, Enemy Strong Melee power reduced 30%",,,Haro Chip Capsule
546,Freedom Gundam,21-07-1-01,88,1,,4,1,1,13,1356,553,2523,553,553,383,383,188,,,,Haro Chip Capsule
547,Freedom Gundam,21-07-2-01,88,2,,4,1,1,13,2133,553,966,966,966,383,383,,"When armor is 40% or more, Strong Melee DMG output boosted by 35",,,Haro Chip Capsule
548,Freedom Gundam,21-07-3-01,88,3,,4,1,1,13,1356,966,966,1356,1356,0,0,,"With Power attribute (self), Sp. Shot power boosted 30%",,,Haro Chip Capsule
549,Freedom Gundam,21-07-4-01,88,4,,4,1,1,9,1356,553,553,966,1356,555,555,189,,,,Haro Chip Capsule
550,Freedom Gundam,21-07-5-01,88,5,,4,1,1,9,1356,553,553,966,1356,555,555,190,,,,Haro Chip Capsule
551,Lacerta Beam Saber,21-07-6a-01,88,6,,4,1,1,13,1356,2523,0,0,553,383,383,,Strong Melee DMG output boosted by 35,1,2,Haro Chip Capsule
552,Lupus Beam Rifle,21-07-7a-01,88,7,,4,1,1,13,1356,0,3312,0,0,465,465,,"With Power attribute (self), Job Gauge increase boosted 17%",1,8,Haro Chip Capsule
553,Laminated Anti-Beam Shield [Freedom],21-07-8-01,88,8,,4,1,1,13,1356,0,0,966,1734,555,555,170,,,,Haro Chip Capsule
554,Justice Gundam,21-08-1-01,89,1,,4,3,3,9,1356,553,966,1356,553,465,284,191,,,,Haro Chip Capsule
555,Justice Gundam,21-08-2-01,89,2,,4,3,3,9,1734,553,553,1734,966,673,0,,"When Armor is 40% or less, Strong Melee power boosted 30%",,,Haro Chip Capsule
556,Justice Gundam,21-08-3-01,89,3,,4,3,3,9,553,3312,553,1734,553,0,0,192,,,,Haro Chip Capsule
557,Justice Gundam,21-08-4-01,89,4,,4,3,3,6,966,553,553,1734,966,465,673,131,,,,Haro Chip Capsule
558,Justice Gundam,21-08-5-01,89,5,,4,3,3,6,996,553,553,1734,966,673,465,193,,,,Haro Chip Capsule
559,Laminated Anti-Beam Shield [Justice],21-08-8-01,89,8,,4,3,3,9,966,0,0,2523,966,1082,0,,"With Speed attribute (self), Buff EX Skill time up 22%",,,Haro Chip Capsule
560,Stargazer Gundam,24-01-1-01,90,1,,3,3,20,15,558,291,889,889,889,302,0,,"With Speed attribute (self), Shot guidance boosted 14%",,,Encounter Coins (Event)
561,Stargazer Gundam,24-01-2-01,90,2,,3,3,20,15,1140,291,0,889,889,428,0,,"With Speed attribute (self), Enemy Strong Melee power reduced 30%",,,Encounter Coins (Event)
562,Stargazer Gundam,24-01-3-01,90,3,8,3,3,20,15,558,889,291,2297,2297,874,302,,"Beam ranged weapon, reload speed boosted 15%",,,Encounter Coins (Event)
563,Stargazer Gundam,24-01-4-01,90,4,,3,3,20,1,558,291,291,1140,1140,126,302,,"With Speed attribute (self), EX Skill DMG taken reduced by 25",,,Encounter Coins (Event)
564,Stargazer Gundam,24-01-5-01,90,5,,3,3,20,1,558,291,291,1140,1140,302,126,194,,,,Encounter Coins (Event)
565,Mobile Kapool,20-02-2-01,91,2,1,1,1,4,15,797,287,372,797,797,0,319,195,,,,"Free Missions, Friend Point Capsule, Capital Shop"
566,Mobile Kapool,20-02-3-01,91,3,,1,1,4,15,287,372,137,372,372,54,138,196,,,,"Free Missions, Friend Point Capsule, Capital Shop"
567,Mobile Kapool,20-02-4-01,91,4,,1,1,4,26,287,137,137,509,509,138,54,197,,,,"Free Missions, Friend Point Capsule, Capital Shop"
568,Strike Rouge [IWSP],46-01-1-01,92,1,,3,3,5,25,558,291,1698,558,558,302,0,78,,,,Arena Coins
569,Strike Rouge [IWSP],46-01-2-01,92,2,,3,3,5,25,1140,291,291,889,889,428,0,,"With Speed attribute (self), Enemy EX Skill penetration reduced 22%",,,Arena Coins
570,Strike Rouge [IWSP],46-01-3-01,92,3,,3,3,5,25,558,1698,291,889,889,0,0,,"When Armor is 60% or more, Melee CRIT rate boosted 17%",,,Arena Coins
571,Strike Rouge [IWSP],46-01-4-01,92,4,,3,3,5,13,558,291,291,889,889,248,302,198,,,,Arena Coins
572,Strike Rouge [IWSP],46-01-5-01,92,5,,3,3,5,13,558,291,291,889,889,428,302,199,,,,Arena Coins
573,9.1m Experimental Anti-Ship Sword,46-01-6-01,92,6,,3,3,5,25,558,2297,0,0,0,428,126,,"With Speed attribute (self), Melee DMG output boosted by 20",2,4,Arena Coins
574,Combine Shield,46-01-7-01,92,7,8,3,3,5,13,1140,0,2297,1140,1140,1016,302,200,,2,11,Arena Coins
575,Anti-Beam Shield [Strike Rouge],46-01-8-01,92,8,,3,3,5,25,558,0,0,1140,1140,588,126,,"Out-Fighter Job, Shooting DMG taken reduced by 20",,,Arena Coins
576,Pale Rider,05-01-1-01,93,1,,4,3,24,6,800,385,1985,385,1185,292,292,201,,,,Haro Chip Capsule & [No. 001] Bonus Coins
577,Pale Rider,05-01-2-01,93,2,,4,3,24,6,1185,800,385,800,1610,292,292,,"With Speed attribute (self), EX Skill CD reduced 20%",,,Haro Chip Capsule & [No. 001] Bonus Coins
578,Pale Rider,05-01-3-01,93,3,,4,3,24,6,800,2795,385,800,1185,0,0,,"When Attacking with Physical, Shooting power boosted 25%",,,Haro Chip Capsule & [No. 001] Bonus Coins
579,Pale Rider,05-01-4-01,93,4,,4,3,24,19,800,385,385,385,1185,479,479,202,,,,Haro Chip Capsule & [No. 001] Bonus Coins
580,Pale Rider,05-01-5-01,93,5,,4,3,24,19,800,385,385,385,1185,479,479,203,,,,Haro Chip Capsule & [No. 001] Bonus Coins
581,Shield [Pale Rider],05-01-8-01,93,8,,4,3,24,19,800,0,0,800,1985,479,479,204,,,,Haro Chip Capsule & [No. 001] Bonus Coins
582,Duel Gundam [Assault Shroud],21-10-1-01,94,1,,4,1,10,7,384,384,3181,384,1182,0,0,,"Beam ranged weapon, reload speed boosted 20%",,,Haro Chip Capsule & [No. 001] Bonus Coins
583,Duel Gundam [Assault Shroud],21-10-2-01,94,2,,4,1,10,7,1606,384,384,799,1606,290,290,205,,,,Haro Chip Capsule & [No. 001] Bonus Coins
584,Duel Gundam [Assault Shroud],21-10-3-01,94,3,,4,1,10,7,1182,799,384,384,1606,290,290,206,,,,Haro Chip Capsule & [No. 001] Bonus Coins
585,Duel Gundam [Assault Shroud],21-10-4-01,94,4,,4,1,10,20,799,384,384,799,1606,420,420,,"With Power attribute (self), EX Skill piercing boosted 28%",,,Haro Chip Capsule & [No. 001] Bonus Coins
586,Duel Gundam [Assault Shroud],21-10-5-01,94,5,,4,1,10,20,799,384,384,799,1606,420,420,,"When Armor is 40% or more, Melee DMG output boosted by 35",,,Haro Chip Capsule & [No. 001] Bonus Coins
587,Delta Plus,12-07-1-01,95,1,,3,1,12,16,889,291,558,889,558,213,213,3,,,,Ashen Coins (Event)
588,Delta Plus,12-07-2-01,95,2,,3,1,12,16,1434,558,291,558,558,213,213,,"With Power attribute (self), EX Skill DMG output boosted by 20",,,Ashen Coins (Event)
589,Delta Plus,12-07-3-01,95,3,,3,1,12,16,558,1992,0,889,889,0,0,,"With Rifle Category equipped, Sp. Shot DMG taken reduced by 20",,,Ashen Coins (Event)
590,Delta Plus,12-07-4-01,95,4,,3,1,12,7,889,291,291,889,558,350,350,,"When Armor is 60% or more, Sp. Shot power boosted 25%",,,Ashen Coins (Event)
591,Delta Plus,12-07-5-01,95,5,,3,1,12,7,889,291,291,889,558,350,350,,"With Power attribute (self), Buff EX Skill effect up 15%",,,Ashen Coins (Event)
592,Beam Saber [Delta Plus],12-07-6a-01,95,6,,3,1,12,16,889,2591,0,0,0,213,213,,"When Armor is 60% or more, Strong Melee power boosted 20%",1,2,Ashen Coins (Event)
593,Beam Rifle [Delta Plus],12-07-7a-01,95,7,,3,1,12,16,889,0,1702,0,0,302,302,,"When attacking with Beam, Sp. Shot power boosted 25%",1,8,Ashen Coins (Event)
594,Shield [Delta Plus],12-07-8-01,95,8,,3,1,12,16,889,0,0,1142,558,350,350,207,,,,Ashen Coins (Event)
595,Gundam Legilis,26-04-1-01,96,1,,4,2,20,7,1181,384,2380,384,384,213,417,,"With Rifle Category equipped, Projectile speed boosted 15%",,,Haro Chip Capsule & [No. 002] Bonus Coins
596,Gundam Legilis,26-04-2-01,96,2,,4,2,20,7,1977,384,796,796,796,0,611,208,,,,Haro Chip Capsule & [No. 002] Bonus Coins
597,Gundam Legilis,26-04-3-01,96,3,,4,2,20,7,1181,796,796,1181,1181,0,0,209,,,,Haro Chip Capsule & [No. 002] Bonus Coins
598,Gundam Legilis,26-04-4-01,96,4,,4,2,20,13,1181,384,384,796,1181,417,611,,"With Saber Category equipped, EX Skill CD reduced 20%",,,Haro Chip Capsule & [No. 002] Bonus Coins
599,Gundam Legilis,26-04-5-01,96,5,,4,2,20,13,1181,384,384,796,1181,417,611,210,,,,Haro Chip Capsule & [No. 002] Bonus Coins
600,Legilis Rifle,26-04-7a-01,96,7,,4,2,20,7,1181,0,3177,0,0,213,611,,"With Technique attribute (self), Initial EX Skill charge boosted 20%",1,8,Haro Chip Capsule & [No. 002] Bonus Coins
601,Shield [Legilis],26-04-8-01,96,8,,4,2,20,7,1181,0,0,796,1602,213,806,211,,,,Haro Chip Capsule & [No. 002] Bonus Coins
602,Gundam TR-1 [Advanced Hazel w/ Optical Sensor Unit],40-01-1-01,97,1,,3,2,8,9,1144,292,891,558,558,302,0,,"With Technique attribute (self), Shot spread reduced 15%",,,Capsule Medals (Event Capsules)
603,Gundam TR-1 [Advanced Hazel w/ Optical Sensor Unit],40-01-2-01,97,2,,3,2,8,9,1702,292,292,558,558,430,0,212,,,,Capsule Medals (Event Capsules)
604,Gundam TR-1 [Advanced Hazel w/ Optical Sensor Unit],40-01-3-01,97,3,,3,2,8,9,891,891,292,891,891,127,0,,"With Technique attribute (self), Melee CRIT rate boosted 17%",,,Capsule Medals (Event Capsules)
605,Gundam TR-1 [Advanced Hazel w/ Optical Sensor Unit],40-01-4-01,97,4,,3,2,8,16,891,292,292,891,891,127,430,213,,,,Capsule Medals (Event Capsules)
606,Gundam TR-1 [Advanced Hazel w/ Optical Sensor Unit],40-01-5-01,97,5,,3,2,8,16,891,292,292,891,891,430,127,214,,,,Capsule Medals (Event Capsules)
607,Beam Rifle [Gundam TR-1 Advanced Hazel],40-01-7a-01,97,7,,3,2,8,9,891,0,1144,292,292,430,302,,"Middle-Shooter Job, Sp. Shot DMG output boosted by 20",1,8,Capsule Medals (Event Capsules)
608,Enhanced Shield Booster,40-01-8-01,97,8,,3,2,8,9,891,0,0,891,891,718,0,215,,,,Capsule Medals (Event Capsules)
609,Shield Booster,40-01-8-01,97,8,,3,2,8,16,891,0,0,891,891,718,0,,"With Technique attribute (self), Buff EX Skill effect 15%",,,Capsule Medals (Event Capsules)
610,EARTHREE GUNDAM,62-01-1-01,98,1,,4,3,1,26,795,382,2377,795,795,0,416,3,,,,Haro Chip Capsule & [No. 002] Bonus Coins
611,EARTHREE GUNDAM,62-01-2-01,98,2,,4,3,1,26,1601,382,382,1179,1179,0,609,,"When Armor is 40% or more, Buff EX Skill effect up 22%",,,Haro Chip Capsule & [No. 002] Bonus Coins
612,EARTHREE GUNDAM,62-01-3-01,98,3,,4,3,1,26,795,2377,382,1179,1179,0,0,,26% chance of attacks penetrating super armor,,,Haro Chip Capsule & [No. 002] Bonus Coins
613,EARTHREE GUNDAM,62-01-4-01,98,4,,4,3,1,13,795,382,382,1179,1179,416,609,,"When attacking with Beam, Long Shot Attack raised 20%",,,Haro Chip Capsule & [No. 002] Bonus Coins
614,EARTHREE GUNDAM,62-01-5-01,98,5,,4,3,1,13,795,382,382,1179,1179,416,609,216,,,,Haro Chip Capsule & [No. 002] Bonus Coins
615,Beam Saber [EARTHREE],62-01-6a-01,98,6,,4,3,1,26,795,3173,0,0,0,211,609,,"When Armor is 40% or more, Melee DMG taken reduced by 35",1,2,Haro Chip Capsule & [No. 002] Bonus Coins
616,Beam Rifle [EARTHREE],62-01-7a-01,98,7,,4,3,1,26,795,0,3173,0,0,211,609,217,,1,8,Haro Chip Capsule & [No. 002] Bonus Coins
617,Shield [EARTHREE],62-01-8-01,98,8,,4,3,1,26,795,0,0,1601,1601,211,805,,"Beam ranged weapon, magazine boosted 20%",,,Haro Chip Capsule & [No. 002] Bonus Coins
618,Gundam F91,13-01-1-01,99,1,,4,2,1,13,796,383,2378,796,796,212,212,218,,,,Capsule Medals (Event Capsules)
619,Gundam F91,13-01-2-01,99,2,,4,2,1,7,1602,383,383,1180,1180,288,288,,"With Saber Category equipped, EX Skill DMG output boosted by 35",,,Capsule Medals (Event Capsules)
620,Gundam F91,13-01-3-01,99,3,8,4,2,1,9,1602,2378,383,2781,2781,417,417,,"With Bazooka Category equipped, Sp. Shot power boosted 30%",,,Capsule Medals (Event Capsules)
621,Gundam F91,13-01-4-01,99,4,,4,2,1,9,796,383,383,1180,1180,475,502,219,,,,Capsule Medals (Event Capsules)
622,Gundam F91,13-01-5-01,99,5,,4,2,1,13,796,383,383,1180,1180,502,475,220,,,,Capsule Medals (Event Capsules)
623,Beam Saber [F91],13-01-6a-01,99,6,,4,2,1,9,796,3176,0,0,0,417,417,,"With Rifle Category equipped, Melee DMG output boosted by 35",1,2,Capsule Medals (Event Capsules)
624,Beam Launcher [F91],13-01-7d-01,99,7,,4,2,1,13,796,0,3176,0,0,417,417,,"With Saber Category equipped, EX Skill power boosted 30%",1,12,Capsule Medals (Event Capsules)
625,Beam Rifle [F91],13-01-7a-01,99,7,,4,2,1,13,796,0,3176,0,0,417,417,,"With Saber Category equipped, Initial EX Skill charge boosted 20%",1,8,Capsule Medals (Event Capsules)
626,Buster Gundam,21-99-1-01,100,1,,3,1,8,21,291,291,2300,291,889,0,0,,"With Power attribute (self), Shooting power boosted 25%",,,Capsule Medals (Event Capsules)
627,Buster Gundam,21-99-2-01,100,2,,3,1,8,21,1142,291,291,558,1142,0,428,221,,,,Capsule Medals (Event Capsules)
628,Buster Gundam,21-99-3-01,100,3,,3,1,8,21,889,558,291,291,1142,126,302,134,,,,Capsule Medals (Event Capsules)
629,Buster Gundam,21-99-4-01,100,4,,3,1,8,13,558,291,291,558,1142,428,302,222,,,,Capsule Medals (Event Capsules)
630,Buster Gundam,21-99-5-01,100,5,,3,1,8,13,558,291,291,558,1142,302,428,,"With Power attribute (self), Shooting power boosted 25%",,,Capsule Medals (Event Capsules)
631,Hyper Impulse Long-Range Sniper Rifle,21-99-7b-01,100,7,,3,1,8,13,291,0,2867,0,0,126,302,223,,1,10,Capsule Medals (Event Capsules)
632,Hy-Gogg [ALT],06-05-2-01,101,2,1,1,2,4,17,1088,363,569,1088,1088,460,0,224,,,,Capsule Medals (Event Capsules)
633,Hy-Gogg [ALT],06-05-3-01,101,3,,1,2,4,22,363,569,186,569,569,200,80,65,,,,Capsule Medals (Event Capsules)
634,Hy-Gogg [ALT],06-05-4-01,101,4,,1,2,4,22,363,186,186,754,754,80,200,90,,,,Capsule Medals (Event Capsules)
635,Hy-Gogg [ALT],06-05-5-01,101,5,,1,2,4,22,363,186,186,754,754,200,80,,"With ""Ace Excl."" enemy, Enemy Sp. Shot power reduced 18%",,,Capsule Medals (Event Capsules)
636,Kämpfer [ALT],06-06-1-01,102,1,,1,1,10,7,291,291,2300,291,889,0,0,,"With Power attribute (self), Shooting CRIT rate boosted 17%",,,Capsule Medals (Event Capsules)
637,Kämpfer [ALT],06-06-2-01,102,2,,1,1,10,7,1142,291,291,558,1142,428,0,,"With Power attribute (self), Buff EX Skill time up 15%",,,Capsule Medals (Event Capsules)
638,Kämpfer [ALT],06-06-3-01,102,3,,1,1,10,17,889,558,291,291,1142,302,126,,"With Power attribute (self), Shooting CRIT rate boosted 17%",,,Capsule Medals (Event Capsules)
639,Kämpfer [ALT],06-06-4-01,102,4,,1,1,10,26,558,291,291,558,1142,302,428,225,,,,Capsule Medals (Event Capsules)
640,Kämpfer [ALT],06-06-5-01,102,5,,1,1,10,26,558,291,291,558,1142,428,302,28,,,,Capsule Medals (Event Capsules)
641,Gafran [ALT],26-03-1-01,103,1,,1,3,2,6,364,187,187,757,757,139,139,226,,,,Capsule Medals (Event Capsules)
642,Gafran [ALT],26-03-2-01,103,2,,1,3,2,7,757,187,0,570,570,139,139,,"With Module Category, Debuff EX Skill effect up 12%",,,Capsule Medals (Event Capsules)
643,Gafran [ALT],26-03-3-01,103,3,,1,3,2,7,364,570,187,570,570,81,81,227,,,,Capsule Medals (Event Capsules)
644,Gafran [ALT],26-03-4-01,103,4,,1,3,2,7,364,187,187,757,757,139,139,,"With Module Category, EX Skill recovery boosted 18%",,,Capsule Medals (Event Capsules)
645,Gafran [ALT],26-03-5-01,103,5,,1,3,2,6,364,187,187,757,757,139,139,228,,,,Capsule Medals (Event Capsules)
646,Jesta Cannon [ALT],12-02-1-01,104,1,,1,2,8,15,187,187,1480,187,570,0,0,,"When Armor is 70% or more, Close Shot Attack raised 10%",,,Capsule Medals (Event Capsules)
647,Jesta Cannon [ALT],12-02-2-01,104,2,,1,2,8,15,754,187,187,364,754,281,0,,"With Technique attribute (self), Enemy Strong Melee power reduced 18%",,,Capsule Medals (Event Capsules)
648,Jesta Cannon [ALT],12-02-3-01,104,3,,1,2,8,19,570,364,187,187,754,201,81,,"When Armor is 70% or more, Close Shot Attack raised 10%",,,Capsule Medals (Event Capsules)
649,Jesta Cannon [ALT],12-02-4-01,104,4,,1,2,8,19,364,187,187,364,754,201,281,11,,,,Capsule Medals (Event Capsules)
650,Jesta Cannon [ALT],12-02-5-01,104,5,,1,2,8,19,364,187,187,364,754,281,201,65,,,,Capsule Medals (Event Capsules)
651,Beam Rifle [ALT] [Jesta Cannon],12-02-7c-02,104,7,,1,2,8,15,187,0,1864,0,0,201,81,,"With Machine Gun Category equipped, Sp. Shot DMG output boosted by 15",1,9,Capsule Medals (Event Capsules)
652,Stark Jegan [ALT],12-03-1-01,105,1,,1,1,5,8,287,138,902,287,138,55,0,56,,,,Capsule Medals (Event Capsules)
653,Stark Jegan [ALT],12-03-2-01,105,2,,1,1,5,8,376,138,138,511,287,194,0,,"Middle-Shooter Job, Strong Melee DMG output boosted by 10",,,Capsule Medals (Event Capsules)
654,Stark Jegan [ALT],12-03-3-01,105,3,,1,1,5,15,287,641,138,376,287,0,0,229,,,,Capsule Medals (Event Capsules)
655,Stark Jegan [ALT],12-03-4-01,105,4,,1,1,5,15,287,138,287,376,138,194,138,108,,,,Capsule Medals (Event Capsules)
656,Stark Jegan [ALT],12-03-5-01,105,5,,1,1,5,19,287,138,138,511,138,194,138,,"Middle-Shooter Job, Sp. Shot DMG taken reduced by 10",,,Capsule Medals (Event Capsules)
657,Beam Rifle [ALT] [Stark Jegan],12-03-7a-03,105,7,,1,1,5,7,138,0,1154,287,0,138,55,,"Middle-Shooter Job, CRIT rate boosted 10%",1,8,Capsule Medals (Event Capsules)
658,Hyper Bazooka [ALT] [Stark Jegan],12-03-7d-03,105,7,,1,1,5,7,138,0,1154,287,0,138,55,,"Middle-Shooter Job, Shooting DMG output boosted by 10",2,12,Capsule Medals (Event Capsules)
659,Beargguy [ALT],31-02-1-01,106,1,,1,2,4,26,1144,292,891,558,558,302,0,61,,,,Capsule Medals (Event Capsules)
660,Beargguy [ALT],31-02-2-01,106,2,4,1,2,4,24,2593,558,558,1435,1435,592,430,,"With Module Category equipped, Buff EX Skill effect up 15%",,,Capsule Medals (Event Capsules)
661,Beargguy [ALT],31-02-3-01,106,3,,1,2,4,24,891,891,292,891,891,127,0,230,,,,Capsule Medals (Event Capsules)
662,Beargguy [ALT],31-02-5-01,106,5,,1,2,4,26,891,292,292,891,891,430,127,231,,,,Capsule Medals (Event Capsules)
663,Zudah [ALT],37-02-1-01,107,1,,1,3,9,8,372,137,287,372,137,138,54,,"When Armor is 50% or less, Shooting CRIT rate boosted 14%",,,Capsule Medals (Event Capsules)
664,Zudah [ALT],37-02-2-01,107,2,,1,3,9,8,511,137,137,511,287,190,0,,"When Armor is 50% or less, Debuff EX Skill effect up 10%",,,Capsule Medals (Event Capsules)
665,Zudah [ALT],37-02-3-01,107,3,8,1,3,9,20,372,1012,137,1309,372,319,0,232,,,,Capsule Medals (Event Capsules)
666,Zudah [ALT],37-02-4-01,107,4,,1,3,9,20,287,137,137,511,287,138,190,58,,,,Capsule Medals (Event Capsules)
667,Zudah [ALT],37-02-5-01,107,5,,1,3,9,20,287,137,137,511,287,190,138,102,,,,Capsule Medals (Event Capsules)
668,Anti-Ship Rifle [ALT],37-02-7b-02,107,7,,1,3,9,8,372,0,797,0,0,190,138,,"With Speed attribute (self), Enemy Shooting power reduced 10%",2,10,Capsule Medals (Event Capsules)
669,Rick Dias [ALT] [Quattro Bajeena Colors],08-04-1-01,108,1,,1,3,9,2,365,187,571,365,365,202,202,44,,,,Capsule Medals (Event Capsules)
670,Rick Dias [ALT] [Quattro Bajeena Colors],08-04-2-01,108,2,,1,3,9,2,365,187,187,365,365,282,282,,"When Armor is 70% or more, Debuff EX Skill effect up 12%",,,Capsule Medals (Event Capsules)
671,Rick Dias [ALT] [Quattro Bajeena Colors],08-04-3-01,108,3,,1,3,9,24,187,571,187,365,365,282,282,,"When Armor is 70% or more, Enemy Sp. Shot power reduced 18%",,,Capsule Medals (Event Capsules)
