Index,Part Name,Collection ID,Unit ID,Part Type,X Part,Rarity,Attr,W Tag 1,W Tag 2,Armor,Melee ATK,Shot ATK,Melee DEF,Shot DEF,Beam RES,Phys. RES,EX ID,Trait Condition,Trait Effect,Trait,Wep Type,Wep Cat,Notes
751,Hyper Bazooka [Unicorn],00-00-7d-01,120,7,,4,3,20,13,553,154,3690,0,0,284,464,,With Speed attribute (self),Enemy Shooting power reduced 30%,"With Speed attribute (self), Enemy Shooting power reduced 30%",2,12,Haro Chip Capsule
752,Shield [Unicorn],00-00-8-01,120,8,,4,3,20,13,965,965,553,965,965,0,1082,,When Armor is 40% or more,EX Skill DMG output boosted by 35,"When Armor is 40% or more, EX Skill DMG output boosted by 35",,,Haro Chip Capsule
753,Kshatriya,00-00-1-01,121,1,,4,1,17,20,0,551,3307,551,965,670,0,,When attacking with Beam,Long Shot Attack raised 20%,"When attacking with Beam, Long Shot Attack raised 20%",,,Haro Chip Capsule
754,Kshatriya,00-00-2-01,121,2,,4,1,17,20,1732,965,965,0,1732,670,0,253,,,,,,Haro Chip Capsule
755,Kshatriya,00-00-3-01,121,3,8,4,1,17,20,2302,965,965,1506,4255,1543,282,156,,,,,,Haro Chip Capsule
756,Kshatriya,00-00-4-01,121,4,,4,1,17,3,965,551,965,965,1353,670,282,,Long-Shooter Job,Enemy Melee power reduced 30%,"Long-Shooter Job, Enemy Melee power reduced 30%",,,Haro Chip Capsule
757,Gundam Heavyarms,00-00-1-01,122,1,,3,2,10,22,891,292,1702,292,292,213,213,,Beam ranged weapon,magazine boosted 20%,"Beam ranged weapon, magazine boosted 20%",,,Heavy Weaponry Coins (Event)
758,Gundam Heavyarms,00-00-2-01,122,2,,3,2,10,22,1435,292,558,558,558,213,213,254,,,,,,Heavy Weaponry Coins (Event)
759,Gundam Heavyarms,00-00-3-01,122,3,,3,2,10,22,891,558,558,891,891,0,0,255,,,,,,Heavy Weaponry Coins (Event)
760,Gundam Heavyarms,00-00-4-01,122,4,,3,2,10,25,891,292,292,558,891,351,351,,With Technique attribute (self),Long Shot Attack raised 14%,"With Technique attribute (self), Long Shot Attack raised 14%",,,Heavy Weaponry Coins (Event)
761,Gundam Heavyarms,00-00-5-01,122,5,,3,2,10,25,891,292,292,558,891,351,351,256,,,,,,Heavy Weaponry Coins (Event)
762,Beam Gatling Gun [with Shield],00-00-7-01,122,7,8,3,2,10,22,1702,0,2302,558,1144,624,624,,Beam ranged weapon,magazine boosted 20%,"Beam ranged weapon, magazine boosted 20%",1,11,Heavy Weaponry Coins (Event)
763,Sanakapool,00-00-2-01,123,2,1,3,1,4,15,2778,795,1179,2778,1974,211,1025,,With Power attribute (self),EX Skill piercing boosted 28%,"With Power attribute (self), EX Skill piercing boosted 28%",,,Sanakapool Coin Capsule [(001) Premium Material Exchange]
764,Sanakapool,00-00-3-01,123,3,,3,1,4,15,384,3173,384,1601,384,0,0,257,,,,,,Sanakapool Coin Capsule [(001) Premium Material Exchange]
765,Sanakapool,00-00-4-01,123,4,,3,1,4,26,795,384,384,1601,795,609,416,258,,,,,,Sanakapool Coin Capsule [(001) Premium Material Exchange]
766,Gundam Barbatos [6th Form],00-00-1-01,124,1,,4,3,24,3,1182,384,799,1182,384,290,290,,With Blade category equipped,EX Skill DMG output boosted by 35,"With Blade category equipped, EX Skill DMG output boosted by 35",,,Haro Chip Capsule & [No. 005] Bonus Coins
767,Gundam Barbatos [6th Form],00-00-2-01,124,2,,4,3,24,3,1606,384,384,1606,799,290,290,,Defender Job,Shooting DMG taken reduced by 35,"Defender Job, Shooting DMG taken reduced by 35",,,Haro Chip Capsule & [No. 005] Bonus Coins
768,Gundam Barbatos [6th Form],00-00-3-01,124,3,,4,3,24,3,384,3181,384,1606,384,0,0,259,,,,,,Haro Chip Capsule & [No. 005] Bonus Coins
769,Gundam Barbatos [6th Form],00-00-4-01,124,4,,4,3,24,13,799,384,384,1606,799,420,290,,Defender Job,EX Skill piercing boosted 28%,"Defender Job, EX Skill piercing boosted 28%",,,Haro Chip Capsule & [No. 005] Bonus Coins
770,Gundam Barbatos [6th Form],00-00-5-01,124,5,,4,3,24,13,799,384,384,1606,799,290,420,260,,,,,,Haro Chip Capsule & [No. 005] Bonus Coins
771,Wrench Mace,00-00-6c-01,124,6,,4,3,24,3,384,4004,0,0,0,420,420,261,,,,2,5,Haro Chip Capsule & [No. 005] Bonus Coins
772,Gundam Nadleeh,00-00-1-01,125,1,,3,3,20,26,558,291,1698,558,558,0,302,,Middle-Shooter Job,Shooting CRIT rate boosted 17%,"Middle-Shooter Job, Shooting CRIT rate boosted 17%",,,Trial Coins (Event)
773,Gundam Nadleeh,00-00-2-01,125,2,,3,3,20,26,1140,291,291,889,889,0,428,262,,,,,,Trial Coins (Event)
774,Gundam Nadleeh,00-00-3-01,125,3,,3,3,20,26,558,1698,291,889,889,0,0,,With Speed attribute (self),Melee power boosted 25%,"With Speed attribute (self), Melee power boosted 25%",,,Trial Coins (Event)
775,Gundam Nadleeh,00-00-4-01,125,4,,3,3,20,13,558,291,291,889,889,302,428,,When Armor is 40% or more,Shot spread reduced 15%,"When Armor is 40% or more, Shot spread reduced 15%",,,Trial Coins (Event)
776,Gundam Nadleeh,00-00-5-01,125,5,,3,3,20,13,558,291,291,889,889,302,428,,With Speed attribute (self),Shooting power boosted 25%,"With Speed attribute (self), Shooting power boosted 25%",,,Trial Coins (Event)
777,GN Beam Saber [Nadleeh],00-00-6a-01,125,6,,3,3,20,26,558,2297,0,0,0,126,428,,With Speed attribute (self),Enemy Melee power reduced 25%,"With Speed attribute (self), Enemy Melee power reduced 25%",1,2,Trial Coins (Event)
778,GN Beam Rifle [Nadleeh],00-00-7a-01,125,7,,3,3,20,26,558,0,2297,0,0,126,426,,Middle-Shooter Job,Shooting DMG output boosted by 20,"Middle-Shooter Job, Shooting DMG output boosted by 20",1,8,Trial Coins (Event)
779,GN Shield [Nadleeh],00-00-8-01,125,8,,3,3,20,26,558,0,0,1140,1140,126,588,,Middle-Shooter Job,Debuff EX Skill time up 16%,"Middle-Shooter Job, Debuff EX Skill time up 16%",,,Trial Coins (Event)
780,Gusion Rebake,00-00-1-01,126,1,,1,1,11,21,795,382,1179,1179,1179,416,0,,Physical ranged weapon,magazine boosted 20%,"Physical ranged weapon, magazine boosted 20%",,,Haro Chip Capsule & [No. 005] Bonus Coins
781,Gusion Rebake,00-00-2-01,126,2,,1,1,11,21,1601,382,0,1179,1179,609,0,,With Axe category equipped,Shooting DMG taken reduced by 35,"With Axe category equipped, Shooting DMG taken reduced by 35",,,Haro Chip Capsule & [No. 005] Bonus Coins
782,Gusion Rebake,00-00-3-01,126,3,,1,1,11,21,795,1179,382,1179,1179,416,211,,Defender Job,Melee DMG taken reduced by 35,"Defender Job, Melee DMG taken reduced by 35",,,Haro Chip Capsule & [No. 005] Bonus Coins
783,Gusion Rebake,00-00-4-01,126,4,,1,1,11,6,795,382,382,1601,1601,211,416,263,,,,,,Haro Chip Capsule & [No. 005] Bonus Coins
784,Gusion Rebake,00-00-5-01,126,5,,1,1,11,6,795,382,382,1601,1601,416,211,264,,,,,,Haro Chip Capsule & [No. 005] Bonus Coins
785,Halberd,00-00-6b-01,126,6,,4,1,11,21,795,1601,0,795,795,609,416,,Defender Job,Job Gauge increase boosted 17%,"Defender Job, Job Gauge increase boosted 17%",2,1,Haro Chip Capsule & [No. 005] Bonus Coins
786,120mm Long-Range Rifle,00-00-7b-01,126,7,,4,1,11,21,795,0,1601,795,795,609,416,,When Armor is 40% or more,Shooting DMG taken reduced by 35,"When Armor is 40% or more, Shooting DMG taken reduced by 35",2,10,Haro Chip Capsule & [No. 005] Bonus Coins
787,Shield [Gusion Rebake],00-00-8-01,126,8,,4,1,11,6,0,0,0,1974,1974,805,211,265,,,,,,Haro Chip Capsule & [No. 005] Bonus Coins
788,Gundam GP03 [Stamen],00-00-1-01,127,1,,4,2,1,16,1180,383,796,1180,796,212,417,,With Technique attribute (self),EX Skill piercing boosted 28%,"With Technique attribute (self), EX Skill piercing boosted 28%",,,Haro Chip Capsule
789,Gundam GP03 [Stamen],00-00-2-01,127,2,,4,2,1,16,1976,796,383,796,796,0,610,266,,,,,,Haro Chip Capsule
790,Gundam GP03 [Stamen],00-00-3-01,127,3,,4,2,1,16,796,2781,0,1180,1180,0,0,,With Technique attribute (self),Strong Melee CRIT rate boosted 30%,"With Technique attribute (self), Strong Melee CRIT rate boosted 30%",,,Haro Chip Capsule
791,Gundam GP03 [Stamen],00-00-4-01,127,4,,4,2,1,7,1180,383,383,1180,796,417,610,,With Technique attribute (self),Shooting CRIT rate boosted 30%,"With Technique attribute (self), Shooting CRIT rate boosted 30%",,,Haro Chip Capsule
792,Gundam GP03 [Stamen],00-00-5-01,127,5,,4,2,1,7,1180,383,383,1180,796,417,610,140,,,,,,Haro Chip Capsule
793,Folding Bazooka,00-00-7d-01,127,7,,4,2,1,7,1180,0,2378,0,0,212,610,123,,,,2,12,Haro Chip Capsule
794,Folding Shield,00-00-8-01,127,8,,4,2,1,16,1180,0,0,1601,796,212,805,,With Technique attribute (self),Shooting DMG taken reduced by 35,"With Technique attribute (self), Shooting DMG taken reduced by 35",,,Haro Chip Capsule
795,Jagd Doga [Quess Custom],00-00-1-01,128,1,,3,2,20,17,559,294,2000,559,294,53,53,,When Armor is 60% or more,Mid Shot Attack raised 14%,"When Armor is 60% or more, Mid Shot Attack raised 14%",,,Silver-Red Coins (Event)
796,Jagd Doga [Quess Custom],00-00-2-01,128,2,,3,2,20,17,893,294,294,1147,559,215,215,,With Technique attribute (self),Strong Melee power boosted 20%,"With Technique attribute (self), Strong Melee power boosted 20%",,,Silver-Red Coins (Event)
797,Jagd Doga [Quess Custom],00-00-3-01,128,3,,3,2,20,17,559,1440,294,893,559,0,0,156,,,,,,Silver-Red Coins (Event)
798,Jagd Doga [Quess Custom],00-00-4-01,128,4,,3,2,20,8,559,294,559,893,294,352,352,121,,,,,,Silver-Red Coins (Event)
799,Jagd Doga [Quess Custom],00-00-5-01,128,5,,3,2,20,8,559,294,294,1147,294,352,352,,With Gatling Gun category equipped,Mid Shot Attack raised 14%,"With Gatling Gun category equipped, Mid Shot Attack raised 14%",,,Silver-Red Coins (Event)
800,Beam Saber with Heat Knife,00-00-6a-01,128,6,,3,2,20,17,559,1440,0,559,0,303,303,,When attacking with Beam,Melee DMG output boosted by 20,"When attacking with Beam, Melee DMG output boosted by 20",1,2,Silver-Red Coins (Event)
801,Mega Gatling Gun,00-00-7-01,128,7,,3,2,20,17,294,0,2600,559,0,215,215,267,,,,1,11,Silver-Red Coins (Event)
802,Shield [Jagd Doga (Quess Custom)],00-00-8-01,128,8,,3,2,20,17,559,0,0,1440,559,352,352,268,,,,,,Silver-Red Coins (Event)
803,MARSFOUR GUNDAM,00-00-1-01,129,1,,4,1,6,13,1181,384,796,1181,384,417,213,3,,,,,,Haro Chip Capsule & [No. 006] Bonus Coins
804,MARSFOUR GUNDAM,00-00-2-01,129,2,,4,1,6,13,1602,384,384,1602,796,611,0,,With Power attribute (self),EX Skill CD reduced 20%,"With Power attribute (self), EX Skill CD reduced 20%",,,Haro Chip Capsule & [No. 006] Bonus Coins
805,MARSFOUR GUNDAM,00-00-3-01,129,3,,4,1,6,13,384,3177,384,1602,384,0,0,,With Power attribute (self),Enemy Melee power reduced 30%,"With Power attribute (self), Enemy Melee power reduced 30%",,,Haro Chip Capsule & [No. 006] Bonus Coins
806,MARSFOUR GUNDAM,00-00-4-01,129,4,,4,1,6,26,796,384,384,1602,796,417,611,,When Armor is 40% or more,EX Skill piercing boosted 28%,"When Armor is 40% or more, EX Skill piercing boosted 28%",,,Haro Chip Capsule & [No. 006] Bonus Coins
807,MARSFOUR GUNDAM,00-00-5-01,129,5,,4,1,6,26,796,384,384,1602,796,611,417,269,,,,,,Haro Chip Capsule & [No. 006] Bonus Coins
808,HEAT REV SWORD,00-00-6-01,129,6,,4,1,6,26,384,3997,0,0,0,417,213,,With Power attribute (self),Initial EX Skill charge boosted 20%,"With Power attribute (self), Initial EX Skill charge boosted 20%",1,4,Haro Chip Capsule & [No. 006] Bonus Coins
809,SLASH BLADE,00-00-6c-01,129,6,,4,1,6,26,384,3997,0,0,0,417,213,270,,,,2,5,Haro Chip Capsule & [No. 006] Bonus Coins
810,Gundam X,00-00-1-01,130,1,,4,3,1,10,384,384,3181,384,1182,0,0,271,,,,,,Haro Chip Capsule & [No. 007] Bonus Coins
811,Gundam X,00-00-2-01,130,2,,4,3,1,10,1606,384,384,799,1606,290,290,,With Speed attribute (self),Shooting power boosted 30%,"With Speed attribute (self), Shooting power boosted 30%",,,Haro Chip Capsule & [No. 007] Bonus Coins
812,Gundam X,00-00-3-01,130,3,,4,3,1,23,1182,799,384,384,1606,290,290,,,26% chance of attacks penetrating super armor,26% chance of attacks penetrating super armor,,,Haro Chip Capsule & [No. 007] Bonus Coins
813,Gundam X,00-00-4-01,130,4,,4,3,1,23,799,384,384,799,1606,420,420,,,30% chance to not recoil,30% chance to not recoil,,,Haro Chip Capsule & [No. 007] Bonus Coins
814,Gundam X,00-00-5-01,130,5,,4,3,1,10,799,384,384,799,1606,420,420,272,,,,,,Haro Chip Capsule & [No. 007] Bonus Coins
815,Large Beam Sword,00-00-6c-01,130,6,,4,3,1,10,1182,2384,0,0,0,477,477,,With Speed attribute (self),Melee DMG taken reduced by 35,"With Speed attribute (self), Melee DMG taken reduced by 35",1,5,Haro Chip Capsule & [No. 007] Bonus Coins
816,Shield Buster Rifle,00-00-7a-01,130,7,,4,3,1,10,384,0,4004,0,0,290,290,,With Speed attribute (self),Initial EX Skill charge boosted 20%,"With Speed attribute (self), Initial EX Skill charge boosted 20%",1,8,Haro Chip Capsule & [No. 007] Bonus Coins
817,Gundam Virsago,00-00-1-01,131,1,,4,1,16,10,1181,384,2380,384,384,213,417,,When Armor is 40% or less,Shooting CRIT rate boosted 30%,"When Armor is 40% or less, Shooting CRIT rate boosted 30%",,,Haro Chip Capsule & [No. 007] Bonus Coins
818,Gundam Virsago,00-00-2-01,131,2,,4,1,16,10,1977,384,796,796,796,0,611,273,,,,,,Haro Chip Capsule & [No. 007] Bonus Coins
819,Gundam Virsago,00-00-3-01,131,3,,4,1,16,10,1181,796,796,1181,1181,0,0,274,,,,,,Haro Chip Capsule & [No. 007] Bonus Coins
820,Gundam Virsago,00-00-4-01,131,4,,4,1,16,12,1181,384,384,796,1181,417,611,138,,,,,,Haro Chip Capsule & [No. 007] Bonus Coins
821,Gundam Virsago,00-00-5-01,131,5,,4,1,16,12,1181,384,384,796,1181,417,611,,,50% chance to prevent vernier consumption when stepping,50% chance to prevent vernier consumption when stepping,,,Haro Chip Capsule & [No. 007] Bonus Coins
822,Beam Saber [Virsago],00-00-6c-01,131,6,,4,1,16,12,1181,2380,0,0,384,213,417,,Middle-Shooter Job,Melee DMG output boosted by 35,"Middle-Shooter Job, Melee DMG output boosted by 35",1,5,Haro Chip Capsule & [No. 007] Bonus Coins
823,Strike Shooter,00-00-7a-01,131,7,,4,1,16,12,1181,0,3177,0,0,213,611,,Middle-Shooter Job,Initial EX Skill charge boosted 20%,"Middle-Shooter Job, Initial EX Skill charge boosted 20%",1,8,Haro Chip Capsule & [No. 007] Bonus Coins
824,Launcher Strike Gundam,00-00-1-01,132,1,,3,1,8,10,291,291,2300,291,889,0,0,275,,,,,,Knockout Coins (Event)
825,Launcher Strike Gundam,00-00-2-01,132,2,,3,1,8,10,1142,291,291,558,1142,0,428,,Against a large enemy,Debuff EX Skill effect up 15%,"Against a large enemy, Debuff EX Skill effect up 15%",,,Knockout Coins (Event)
826,Launcher Strike Gundam,00-00-3-01,132,3,,3,1,8,10,889,558,291,291,1142,126,302,276,,,,,,Knockout Coins (Event)
827,Launcher Strike Gundam,00-00-4-01,132,4,,3,1,8,21,558,291,291,558,1142,428,302,,Against a large enemy,EX Skill CD reduced 15%,"Against a large enemy, EX Skill CD reduced 15%",,,Knockout Coins (Event)
828,Launcher Strike Gundam,00-00-5-01,132,5,,3,1,8,21,558,291,291,558,1142,302,428,277,,,,,,Knockout Coins (Event)
829,Strike Noir,00-00-1-01,133,1,,3,3,13,20,291,291,2300,291,889,0,0,278,,,,,,Obsidian Coins (Event)
830,Strike Noir,00-00-2-01,133,2,,3,3,13,20,1142,291,291,558,1142,428,0,,With Dual Sabers category equipped,EX Skill DMG output boosted by 20,"With Dual Sabers category equipped, EX Skill DMG output boosted by 20",,,Obsidian Coins (Event)
831,Strike Noir,00-00-3-01,133,3,,3,3,13,22,889,558,291,291,1142,302,126,,With Speed attribute (self),Melee CRIT rate boosted 17%,"With Speed attribute (self), Melee CRIT rate boosted 17%",,,Obsidian Coins (Event)
832,Strike Noir,00-00-4-01,133,4,,3,3,13,22,558,291,291,558,1142,302,428,279,,,,,,Obsidian Coins (Event)
833,Strike Noir,00-00-5-01,133,5,,3,3,13,22,558,291,291,558,1142,428,302,280,,,,,,Obsidian Coins (Event)
834,Fragarach 3-Beam Blade,00-00-6-01,133,6,,3,3,13,20,889,1701,0,0,0,428,302,,,21% chance of attacks penetrating super armor,21% chance of attacks penetrating super armor,1,4,Obsidian Coins (Event)
835,Enhanced ZZ Gundam [Ver. Ka],00-00-1-01,134,1,,4,1,13,3,965,0,3306,551,551,282,464,281,,,,,,Haro Chip Capsule
836,Enhanced ZZ Gundam [Ver. Ka],00-00-2-01,134,2,,4,1,13,3,1732,551,551,1732,965,75,670,282,,,,,,Haro Chip Capsule
837,Enhanced ZZ Gundam [Ver. Ka],00-00-3-01,134,3,8,4,1,13,3,1884,1506,551,4255,1506,381,947,,With Power attribute (self),Strong Melee DMG output boosted by 35,"With Power attribute (self), Strong Melee DMG output boosted by 35",,,Haro Chip Capsule
838,Enhanced ZZ Gundam [Ver. Ka],00-00-4-01,134,4,,4,1,13,10,965,329,551,1732,965,464,670,,With Blade category equipped,EX Skill CD reduced 20%,"With Blade category equipped, EX Skill CD reduced 20%",,,Haro Chip Capsule
839,Enhanced ZZ Gundam [Ver. Ka],00-00-5-01,134,5,,4,1,13,10,965,329,551,1732,965,464,670,283,,,,,,Haro Chip Capsule
840,Hyper Beam Saber [Enhanced ZZ (Ver. Ka)] ,00-00-6c-01,134,6,,4,1,1,10,551,3138,0,788,153,282,464,284,,,,1,5,Haro Chip Capsule
841,Hi-nu Gundam HWS [Ver. Ka],00-00-1-01,135,1,,4,2,3,11,895,0,3309,551,551,464,282,3,,,,,,Haro Chip Capsule
842,Hi-nu Gundam HWS [Ver. Ka],00-00-2-01,135,2,,4,2,3,11,1732,551,551,965,1732,672,75,285,,,,,,Haro Chip Capsule
843,Hi-nu Gundam HWS [Ver. Ka],00-00-3-01,135,3,,4,2,3,11,965,1355,551,551,1732,75,75,,When Armor is 40% or more,Sp. Shot power boosted 30%,"When Armor is 40% or more, Sp. Shot power boosted 30%",,,Haro Chip Capsule
844,Hi-nu Gundam HWS [Ver. Ka],00-00-4-01,135,4,,4,2,3,10,965,551,551,965,1732,672,464,286,,,,,,Haro Chip Capsule
845,Hi-nu Gundam HWS [Ver. Ka],00-00-5-01,135,5,,4,2,3,10,965,551,551,965,1732,672,464,122,,,,,,Haro Chip Capsule
846,Hyper Mega Rifle [Hi-nu HWS (Ver. Ka)],00-00-7a-01,135,7,,4,2,3,10,551,153,4105,153,0,672,282,,With Technique attribute (self),EX Skill power boosted 30%,"With Technique attribute (self), EX Skill power boosted 30%",1,8,Haro Chip Capsule
847,Hi-Mega Shield [Hi-nu HWS (Ver. Ka)],00-00-8-01,135,8,,4,2,3,10,965,153,0,965,2521,872,282,287,,,,,,Haro Chip Capsule
848,Leo,00-00-1-01,136,1,,1,1,2,25,372,137,797,137,137,138,54,,With Machine Gun category equipped,Sp. Shot power boosted by 10,"With Machine Gun category equipped, Sp. Shot power boosted by 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
849,Leo,00-00-2-01,136,2,,1,1,2,25,640,137,287,287,287,190,0,,When Armor is 40% or more,10% chance to survive a fatal blow,"When Armor is 40% or more, 10% chance to survive a fatal blow",,,"Free Missions, Friend Point Capsule, Capital Shop"
850,Leo,00-00-3-01,136,3,8,1,1,2,25,797,287,287,640,900,265,54,14,,,,,,"Free Missions, Friend Point Capsule, Capital Shop"
851,Leo,00-00-4-01,136,4,,1,1,2,7,372,137,137,287,372,190,138,,"With ""Gundam Type"" enemy",EX Skill DMG taken reduced by 10,"With ""Gundam Type"" enemy, EX Skill DMG taken reduced by 10",,,"Free Missions, Friend Point Capsule, Capital Shop"
852,105mm Rifle,00-00-7a-01,136,7,,1,1,2,25,372,0,1012,0,0,190,54,,With Power attribute (self),Sp. Shot CRIT rate boosted 10%,"With Power attribute (self), Sp. Shot CRIT rate boosted 10%",2,9,"Free Missions, Friend Point Capsule, Capital Shop"
853,High Mobility Gelgoog [Johnny Ridden],00-00-1-01,137,1,,3,2,3,9,889,291,558,889,291,302,126,,With Bazooka category equipped,EX Skill power boosted 25%,"With Bazooka category equipped, EX Skill power boosted 25%",,,Arena Coins
854,High Mobility Gelgoog [Johnny Ridden],00-00-2-01,137,2,,3,2,3,9,1142,291,291,1142,558,428,0,,In-Fighter Job,Shooting DMG taken reduced by 20,"In-Fighter Job, Shooting DMG taken reduced by 20",,,Arena Coins
855,High Mobility Gelgoog [Johnny Ridden],00-00-3-01,137,3,,3,2,3,9,291,2300,291,1142,291,0,0,,With Technique attribute (self),Melee power boosted 25%,"With Technique attribute (self), Melee power boosted 25%",,,Arena Coins
856,High Mobility Gelgoog [Johnny Ridden],00-00-4-01,137,4,,3,2,3,17,558,291,291,1142,558,302,428,288,,,,,,Arena Coins
857,High Mobility Gelgoog [Johnny Ridden],00-00-5-01,137,5,,3,2,3,17,558,291,291,1142,558,428,302,,When Armor is 80% or less,Vernier recovery rate boosted 16%,"When Armor is 80% or less, Vernier recovery rate boosted 16%",,,Arena Coins
858,Rocket Launcher,00-00-7d-01,137,7,,3,2,3,9,889,0,1701,0,0,428,302,,In-Fighter Job,Job Gauge increase boosted 13%,"In-Fighter Job, Job Gauge increase boosted 13%",2,12,Arena Coins
859,Shield [High Mobility Gelgoog (Johnny Ridden)],00-00-8-01,137,8,,3,2,3,17,558,0,0,1701,558,716,0,,When Armor is 50% or more,Enemy Shooting power reduced 25%,"When Armor is 50% or more, Enemy Shooting power reduced 25%",,,Arena Coins
860,Astray Blue Frame,00-00-1-01,138,1,,4,3,7,22,795,382,1179,1179,1179,0,416,78,,,,,,Haro Chip Capsule
861,Astray Blue Frame,00-00-2-01,138,2,,4,3,7,22,1601,382,0,1179,1179,0,609,289,,,,,,Haro Chip Capsule
862,Astray Blue Frame,00-00-3-01,138,3,,4,3,7,22,795,1179,382,1179,1179,211,416,290,,,,,,Haro Chip Capsule
863,Astray Blue Frame,00-00-4-01,138,4,,4,3,7,13,795,382,382,1601,1601,416,211,,With Speed attribute (self),EX Skill piercing boosted 28%,"With Speed attribute (self), EX Skill piercing boosted 28%",,,Haro Chip Capsule
864,Astray Blue Frame,00-00-5-01,138,5,,4,3,7,13,795,382,382,1601,1601,211,416,291,,,,,,Haro Chip Capsule
865,Anti-Beam Shield [Blue Frame],00-00-8-01,138,8,,4,3,7,13,0,0,0,1974,1974,211,805,,Middle-Shooter Job,Enemy Shooting power reduced 30%,"Middle-Shooter Job, Enemy Shooting power reduced 30%",,,Haro Chip Capsule
866,Gundam Kyrios,00-00-1-01,139,1,,3,2,12,9,561,294,1440,294,893,215,215,,With Machine Gun category equipped,Enemy Shooting power reduced 25%,"With Machine Gun category equipped, Enemy Shooting power reduced 25%",,,Revolution Coins (Event)
